2017-06-30 10:48:16 INFO     starting server at 0.0.0.0:443
2017-06-30 11:36:47 INFO     connecting api.wakatime.com:443 from 60.10.116.234:32048
2017-06-30 11:36:49 INFO     connecting api.wakatime.com:443 from 60.10.116.234:27334
2017-06-30 11:36:52 INFO     connecting api.wakatime.com:443 from 60.10.116.234:27322
2017-06-30 11:36:52 INFO     connecting api.wakatime.com:443 from 60.10.116.234:32072
2017-06-30 11:36:54 INFO     connecting api.wakatime.com:443 from 60.10.116.234:32078
2017-06-30 11:36:55 INFO     connecting api.wakatime.com:443 from 60.10.116.234:32091
2017-06-30 11:36:56 INFO     connecting api.wakatime.com:443 from 60.10.116.234:27295
2017-06-30 11:36:57 INFO     connecting api.wakatime.com:443 from 60.10.116.234:32104
2017-06-30 11:37:02 INFO     connecting api.wakatime.com:443 from 60.10.116.234:32124
2017-06-30 11:37:32 INFO     connecting api.wakatime.com:443 from 60.10.116.234:32265
2017-06-30 11:37:35 INFO     connecting api.wakatime.com:443 from 60.10.116.234:32279
2017-06-30 11:37:38 INFO     connecting api.wakatime.com:443 from 60.10.116.234:32290
2017-06-30 11:37:43 INFO     connecting api.wakatime.com:443 from 60.10.116.234:32311
2017-06-30 11:37:47 INFO     connecting api.wakatime.com:443 from 60.10.116.234:27060
2017-06-30 11:37:47 INFO     connecting api.wakatime.com:443 from 60.10.116.234:32334
2017-06-30 11:37:49 INFO     connecting api.wakatime.com:443 from 60.10.116.234:27051
2017-06-30 11:37:49 INFO     connecting 101.199.110.81:80 from 60.10.116.234:32341
2017-06-30 11:37:50 INFO     connecting api.wakatime.com:443 from 60.10.116.234:27046
2017-06-30 11:37:54 INFO     connecting api.wakatime.com:443 from 60.10.116.234:32379
2017-06-30 11:37:58 INFO     connecting hk2sch130022117.wns.windows.com:443 from 60.10.116.234:32397
2017-06-30 11:37:59 INFO     connecting clients2.google.com:443 from 60.10.116.234:32402
2017-06-30 11:38:02 INFO     connecting api.wakatime.com:443 from 60.10.116.234:26970
2017-06-30 11:38:04 INFO     connecting api.wakatime.com:443 from 60.10.116.234:32435
2017-06-30 11:38:07 INFO     connecting api.wakatime.com:443 from 60.10.116.234:32445
2017-06-30 11:38:09 INFO     connecting api.wakatime.com:443 from 60.10.116.234:32456
2017-06-30 11:38:13 INFO     connecting api.wakatime.com:443 from 60.10.116.234:32470
2017-06-30 11:38:14 INFO     connecting api.wakatime.com:443 from 60.10.116.234:26916
2017-06-30 11:38:29 INFO     connecting clients2.google.com:80 from 60.10.116.234:32537
2017-06-30 11:38:46 INFO     connecting md.openapi.360.cn:80 from 60.10.116.234:26786
2017-06-30 11:39:33 INFO     connecting qbwup.imtt.qq.com:80 from 60.10.116.234:26515
2017-06-30 11:39:52 INFO     connecting api.wakatime.com:443 from 60.10.116.234:26422
2017-06-30 11:40:02 INFO     connecting api.wakatime.com:443 from 60.10.116.234:33013
2017-06-30 11:41:11 INFO     connecting github.com:443 from 60.10.116.234:33395
2017-06-30 11:41:13 INFO     connecting avatars0.githubusercontent.com:443 from 60.10.116.234:33404
2017-06-30 11:41:13 INFO     connecting collector.githubapp.com:443 from 60.10.116.234:25984
2017-06-30 11:41:16 INFO     connecting www.google-analytics.com:443 from 60.10.116.234:33408
2017-06-30 11:41:17 INFO     connecting collector.githubapp.com:443 from 60.10.116.234:33424
2017-06-30 11:41:17 INFO     connecting www.google-analytics.com:443 from 60.10.116.234:33425
2017-06-30 11:41:18 INFO     connecting api.github.com:443 from 60.10.116.234:33439
2017-06-30 11:41:18 INFO     connecting api.github.com:443 from 60.10.116.234:25953
2017-06-30 11:41:35 INFO     connecting api.github.com:443 from 60.10.116.234:33524
2017-06-30 11:41:36 INFO     connecting api.github.com:443 from 60.10.116.234:33531
2017-06-30 11:41:38 INFO     connecting api.github.com:443 from 60.10.116.234:25868
2017-06-30 11:41:47 INFO     connecting github.com:443 from 60.10.116.234:33581
2017-06-30 11:41:50 INFO     connecting api.github.com:443 from 60.10.116.234:33593
2017-06-30 11:41:50 INFO     connecting api.github.com:443 from 60.10.116.234:25798
2017-06-30 11:41:52 INFO     connecting avatars2.githubusercontent.com:443 from 60.10.116.234:33605
2017-06-30 11:41:59 INFO     connecting camo.githubusercontent.com:443 from 60.10.116.234:33644
2017-06-30 11:42:17 INFO     connecting hk2sch130022117.wns.windows.com:443 from 60.10.116.234:25672
2017-06-30 11:42:19 INFO     connecting itunes.apple.com:443 from 60.10.116.234:25652
2017-06-30 11:42:21 INFO     connecting www.apple.com:80 from 60.10.116.234:33747
2017-06-30 11:42:22 INFO     connecting images.apple.com:443 from 60.10.116.234:33752
2017-06-30 11:42:22 INFO     connecting images.apple.com:443 from 60.10.116.234:25640
2017-06-30 11:42:22 INFO     connecting images.apple.com:443 from 60.10.116.234:25639
2017-06-30 11:42:22 INFO     connecting images.apple.com:443 from 60.10.116.234:33753
2017-06-30 11:42:22 INFO     connecting swdlp.apple.com:443 from 60.10.116.234:33754
2017-06-30 11:42:22 INFO     connecting swdlp.apple.com:443 from 60.10.116.234:25637
2017-06-30 11:42:22 INFO     connecting www.apple.com:443 from 60.10.116.234:25636
2017-06-30 11:42:22 INFO     connecting images.apple.com:443 from 60.10.116.234:25638
2017-06-30 11:42:22 INFO     connecting www.apple.com:443 from 60.10.116.234:33755
2017-06-30 11:42:22 INFO     connecting www.apple.com:443 from 60.10.116.234:33756
2017-06-30 11:42:22 INFO     connecting www.apple.com:443 from 60.10.116.234:25635
2017-06-30 11:42:22 INFO     connecting www.apple.com:443 from 60.10.116.234:33757
2017-06-30 11:42:22 INFO     connecting www.apple.com:443 from 60.10.116.234:25634
2017-06-30 11:42:26 INFO     connecting swdlp-static.apple.com:443 from 60.10.116.234:25617
2017-06-30 11:42:26 INFO     connecting swdlp-static.apple.com:443 from 60.10.116.234:33773
2017-06-30 11:42:26 INFO     connecting ssl.apple.com:443 from 60.10.116.234:33774
2017-06-30 11:42:26 INFO     connecting ssl.apple.com:443 from 60.10.116.234:25618
2017-06-30 11:42:26 INFO     connecting swdlp-static.apple.com:443 from 60.10.116.234:25616
2017-06-30 11:42:26 INFO     connecting swdlp-static.apple.com:443 from 60.10.116.234:33775
2017-06-30 11:42:26 INFO     connecting swdlp-static.apple.com:443 from 60.10.116.234:33776
2017-06-30 11:42:26 INFO     connecting swdlp-static.apple.com:443 from 60.10.116.234:25615
2017-06-30 11:42:26 INFO     connecting swdlp.apple.com:443 from 60.10.116.234:33777
2017-06-30 11:42:26 INFO     connecting swdlp.apple.com:443 from 60.10.116.234:25614
2017-06-30 11:42:26 INFO     connecting swdlp.apple.com:443 from 60.10.116.234:33778
2017-06-30 11:42:26 INFO     connecting swdlp.apple.com:443 from 60.10.116.234:25613
2017-06-30 11:42:30 INFO     connecting securemetrics.apple.com:443 from 60.10.116.234:25583
2017-06-30 11:42:47 INFO     connecting itunes.apple.com:443 from 60.10.116.234:25505
2017-06-30 11:42:47 INFO     connecting itunes.apple.com:443 from 60.10.116.234:33887
2017-06-30 11:42:47 INFO     connecting itunes.apple.com:443 from 60.10.116.234:25504
2017-06-30 11:42:47 INFO     connecting s.mzstatic.com:443 from 60.10.116.234:33888
2017-06-30 11:42:47 INFO     connecting s.mzstatic.com:443 from 60.10.116.234:33889
2017-06-30 11:42:47 INFO     connecting itunes.apple.com:443 from 60.10.116.234:25502
2017-06-30 11:42:47 INFO     connecting s.mzstatic.com:443 from 60.10.116.234:33890
2017-06-30 11:42:47 INFO     connecting s.mzstatic.com:443 from 60.10.116.234:25501
2017-06-30 11:42:47 INFO     connecting s.mzstatic.com:443 from 60.10.116.234:33891
2017-06-30 11:42:47 INFO     connecting s.mzstatic.com:443 from 60.10.116.234:25500
2017-06-30 11:42:47 INFO     connecting xp.apple.com:443 from 60.10.116.234:33892
2017-06-30 11:42:47 INFO     connecting xp.apple.com:443 from 60.10.116.234:25499
2017-06-30 11:42:47 INFO     connecting xp.apple.com:443 from 60.10.116.234:33893
2017-06-30 11:42:48 INFO     connecting www.apple.com:80 from 60.10.116.234:33894
2017-06-30 11:42:49 INFO     connecting images.apple.com:443 from 60.10.116.234:33899
2017-06-30 11:42:49 INFO     connecting swdlp.apple.com:443 from 60.10.116.234:33900
2017-06-30 11:42:49 INFO     connecting images.apple.com:443 from 60.10.116.234:25492
2017-06-30 11:42:49 INFO     connecting ssl.apple.com:443 from 60.10.116.234:25490
2017-06-30 11:42:49 INFO     connecting swdlp-static.apple.com:443 from 60.10.116.234:33902
2017-06-30 11:42:49 INFO     connecting swdlp-static.apple.com:443 from 60.10.116.234:25489
2017-06-30 11:42:49 INFO     connecting swdlp.apple.com:443 from 60.10.116.234:33903
2017-06-30 11:42:49 INFO     connecting swdlp.apple.com:443 from 60.10.116.234:33904
2017-06-30 11:42:49 INFO     connecting swdlp-static.apple.com:443 from 60.10.116.234:25488
2017-06-30 11:42:49 INFO     connecting swdlp.apple.com:443 from 60.10.116.234:33905
2017-06-30 11:42:49 INFO     connecting images.apple.com:443 from 60.10.116.234:25493
2017-06-30 11:42:50 INFO     connecting itunes.apple.com:443 from 60.10.116.234:25503
2017-06-30 11:42:51 INFO     connecting itunes.apple.com:443 from 60.10.116.234:25473
2017-06-30 11:42:51 INFO     connecting itunes.apple.com:443 from 60.10.116.234:33919
2017-06-30 11:42:51 INFO     connecting itunes.apple.com:443 from 60.10.116.234:33920
2017-06-30 11:42:51 INFO     connecting s.mzstatic.com:443 from 60.10.116.234:25472
2017-06-30 11:42:51 INFO     connecting s.mzstatic.com:443 from 60.10.116.234:25471
2017-06-30 11:42:51 INFO     connecting itunes.apple.com:443 from 60.10.116.234:25470
2017-06-30 11:42:51 INFO     connecting s.mzstatic.com:443 from 60.10.116.234:25469
2017-06-30 11:42:52 INFO     connecting s.mzstatic.com:443 from 60.10.116.234:33922
2017-06-30 11:42:52 INFO     connecting www.apple.com:80 from 60.10.116.234:25464
2017-06-30 11:42:52 INFO     connecting swdlp.apple.com:443 from 60.10.116.234:25487
2017-06-30 11:42:53 INFO     connecting hk2sch130022117.wns.windows.com:443 from 60.10.116.234:33930
2017-06-30 11:42:53 INFO     connecting images.apple.com:443 from 60.10.116.234:25461
2017-06-30 11:42:53 INFO     connecting images.apple.com:443 from 60.10.116.234:33931
2017-06-30 11:42:53 INFO     connecting images.apple.com:443 from 60.10.116.234:25460
2017-06-30 11:42:53 INFO     connecting images.apple.com:443 from 60.10.116.234:33932
2017-06-30 11:42:53 INFO     connecting swdlp-static.apple.com:443 from 60.10.116.234:33933
2017-06-30 11:42:53 INFO     connecting itunes.apple.com:443 from 60.10.116.234:33935
2017-06-30 11:42:53 INFO     connecting itunes.apple.com:443 from 60.10.116.234:25456
2017-06-30 11:42:53 INFO     connecting itunes.apple.com:443 from 60.10.116.234:33936
2017-06-30 11:42:53 INFO     connecting s.mzstatic.com:443 from 60.10.116.234:25455
2017-06-30 11:42:53 INFO     connecting s.mzstatic.com:443 from 60.10.116.234:33937
2017-06-30 11:42:53 INFO     connecting s.mzstatic.com:443 from 60.10.116.234:25454
2017-06-30 11:42:53 INFO     connecting s.mzstatic.com:443 from 60.10.116.234:25453
2017-06-30 11:42:53 INFO     connecting s.mzstatic.com:443 from 60.10.116.234:33938
2017-06-30 11:42:53 INFO     connecting www.apple.com:80 from 60.10.116.234:33939
2017-06-30 11:42:54 INFO     connecting swdlp-static.apple.com:443 from 60.10.116.234:25447
2017-06-30 11:42:54 INFO     connecting swdlp-static.apple.com:443 from 60.10.116.234:25446
2017-06-30 11:42:54 INFO     connecting swdlp-static.apple.com:443 from 60.10.116.234:33945
2017-06-30 11:42:54 INFO     connecting swdlp.apple.com:443 from 60.10.116.234:33946
2017-06-30 11:42:55 INFO     connecting itunes.apple.com:443 from 60.10.116.234:33951
2017-06-30 11:42:55 INFO     connecting www.apple.com:80 from 60.10.116.234:25439
2017-06-30 11:42:55 INFO     connecting www.apple.com:443 from 60.10.116.234:25449
2017-06-30 11:42:55 INFO     connecting securemetrics.apple.com:443 from 60.10.116.234:33943
2017-06-30 11:42:55 INFO     connecting github.com:443 from 60.10.116.234:25438
